app,mode,destination,source,distance,price
Uber,UberX,Boston University,North Station,3.01,10.5
Uber,UberXL,Boston University,Beacon Hill,2.27,15.0
Lyft,Lyft XL,Northeastern University,Theatre District,2.13,16.5
Lyft,Lux Black,North End,Beacon Hill,1.54,16.5
Uber,UberPool,North End,Theatre District,1.57,8.5
Lyft,Lux Black,Theatre District,Haymarket Square,1.24,19.5
Uber,WAV,South Station,West End,2.14,7.0
Uber,Black SUV,Boston University,West End,2.8,29.5
Uber,UberPool,Northeastern University,Beacon Hill,2.56,8.5
Lyft,Lux Black XL,Haymarket Square,North Station,0.71,26.0
Lyft,Lux,South Station,Financial District,0.45,13.5
Uber,WAV,North Station,Fenway,3.07,9.5
Uber,WAV,Haymarket Square,Financial District,1.25,7.0
Lyft,Lyft XL,Northeastern University,West End,3.11,16.5
Lyft,Shared,South Station,North Station,2.14,7.0
Lyft,Lux Black,Back Bay,Northeastern University,1.24,16.5
Uber,UberPool,West End,North End,1.16,6.5
Lyft,Lyft XL,Financial District,Fenway,4.36,22.5
Uber,Black SUV,Boston University,Theatre District,2.62,28.5
Uber,UberPool,Haymarket Square,West End,0.72,6.5
Uber,Black SUV,Northeastern University,Theatre District,1.81,27.0
Lyft,Lyft,Beacon Hill,Northeastern University,2.45,10.5
Uber,UberXL,Haymarket Square,North Station,0.56,18.0
Uber,WAV,Boston University,North Station,3.01,10.5
Uber,UberXL,Boston University,West End,2.8,17.0
Lyft,Lux Black,North End,Financial District,1.09,16.5
Uber,UberXL,North Station,North End,0.92,11.5
Uber,Black SUV,Boston University,North Station,3.01,33.0
Uber,Black SUV,North Station,Fenway,3.07,36.5
Lyft,Lux,Back Bay,Boston University,1.95,16.5
Lyft,Lux,Back Bay,Northeastern University,1.44,13.5
Uber,UberX,Financial District,South Station,0.54,7.0
Lyft,Lyft,South Station,Theatre District,0.6,7.0
Lyft,Lux,Boston University,Beacon Hill,2.39,16.5
Lyft,Lux,Theatre District,South Station,1.06,13.5
Uber,UberXL,Back Bay,North End,2.39,19.0
Uber,UberXL,South Station,Financial District,0.39,8.5
Uber,UberPool,South Station,West End,1.72,8.0
Uber,Black SUV,Theatre District,North End,1.41,28.0
Uber,Black SUV,Haymarket Square,North Station,0.56,26.5
Lyft,Shared,Haymarket Square,Theatre District,1.72,7.0
Lyft,Shared,Northeastern University,West End,3.11,7.0
Uber,UberXL,Theatre District,Fenway,2.66,15.0
Lyft,Lux Black,North End,Theatre District,1.73,19.5
Lyft,Lyft XL,Beacon Hill,South Station,2.45,16.5
Uber,WAV,Boston University,Theatre District,2.62,11.5
Uber,UberPool,Haymarket Square,Financial District,1.25,9.0
Uber,WAV,Theatre District,Northeastern University,1.94,7.5
Lyft,Lyft,Beacon Hill,Haymarket Square,1.31,7.0
Uber,WAV,Haymarket Square,Financial District,1.25,7.0
Uber,Black,Theatre District,Fenway,2.66,23.0
Lyft,Lyft XL,South Station,West End,1.75,13.5
Lyft,Lux,Northeastern University,Financial District,3.4,22.5
Lyft,Lyft XL,Haymarket Square,Back Bay,2.3,16.5
Uber,Black SUV,Boston University,North Station,3.01,33.0
Lyft,Lyft XL,North Station,Haymarket Square,0.53,9.0
Lyft,Lyft XL,Haymarket Square,Theatre District,1.64,13.5
Lyft,Shared,Financial District,Fenway,4.36,7.0
Lyft,Shared,Boston University,North Station,3.06,7.0
Lyft,Lux,North Station,Haymarket Square,0.54,11.0
Uber,UberXL,North End,North Station,0.9,10.5
Lyft,Lux Black,Haymarket Square,Back Bay,2.28,22.5
Lyft,Lux Black XL,Financial District,Haymarket Square,1.01,26.0
Uber,UberPool,Northeastern University,North Station,3.37,10.0
Lyft,Lux Black XL,Financial District,Boston University,4.48,42.5
Lyft,Lux Black XL,Beacon Hill,Fenway,2.37,32.5
Uber,Black SUV,South Station,Financial District,0.39,27.5
Uber,WAV,North End,Financial District,1.21,7.0
Uber,Black,Fenway,West End,2.84,23.0
Lyft,Lux Black XL,Beacon Hill,South Station,2.54,32.5
Uber,Black,Boston University,Financial District,5.56,38.5
Uber,UberX,Back Bay,Boston University,1.56,8.5
Uber,Black,Financial District,South Station,0.63,15.0
Lyft,Lyft XL,North End,North Station,1.19,11.0
Lyft,Shared,West End,Fenway,2.82,7.0
Lyft,Lyft XL,Northeastern University,West End,3.06,16.5
Uber,Black,Haymarket Square,Beacon Hill,1.35,16.0
Lyft,Shared,West End,North End,1.28,5.0
Uber,WAV,Beacon Hill,Northeastern University,2.61,10.5
Lyft,Shared,Haymarket Square,West End,0.78,5.0
Lyft,Lyft XL,North End,Theatre District,1.72,13.5
Lyft,Lux Black,West End,Haymarket Square,0.66,16.5
Uber,WAV,Back Bay,Northeastern University,1.64,8.0
Uber,Black,Financial District,South Station,0.63,15.5
Lyft,Lux,Boston University,Beacon Hill,2.31,16.5
Lyft,Lux Black XL,Haymarket Square,North Station,0.65,27.5
Uber,UberX,Boston University,West End,2.8,10.5
Lyft,Shared,Theatre District,North End,1.53,7.0
Lyft,Lyft XL,West End,South Station,1.76,13.5
Uber,Black SUV,North Station,South Station,2.29,31.0
Uber,UberX,Theatre District,Northeastern University,1.94,8.0
Lyft,Lyft XL,Back Bay,Haymarket Square,2.0,16.5
Lyft,Lux Black,Northeastern University,Back Bay,1.03,32.5
Lyft,Shared,North End,Theatre District,1.7,7.0
Uber,UberXL,Back Bay,Fenway,1.5,12.0
Lyft,Lyft,Northeastern University,West End,3.06,10.5
Uber,UberX,Financial District,Fenway,4.4,10.5
Lyft,Shared,West End,Fenway,2.85,5.0
Lyft,Lyft XL,North End,North Station,1.06,10.5
Uber,UberX,Financial District,Fenway,4.4,12.0
Uber,UberXL,Beacon Hill,Haymarket Square,1.36,12.0
Lyft,Lyft,South Station,Financial District,0.44,7.0
Lyft,Lux,Beacon Hill,Boston University,2.62,22.5
Uber,Black SUV,Boston University,West End,2.8,32.5
Lyft,Lux Black XL,West End,North End,1.26,27.5
Lyft,Shared,Northeastern University,Financial District,3.11,9.0
Lyft,Lux Black,South Station,Theatre District,0.59,16.5
Lyft,Lyft,South Station,Beacon Hill,2.38,9.0
Uber,WAV,North End,North Station,1.08,7.5
Lyft,Shared,Financial District,South Station,0.66,3.5
Uber,Black SUV,Back Bay,North End,2.84,37.0
Uber,Black SUV,Fenway,Financial District,4.48,40.5
Uber,WAV,Haymarket Square,Financial District,1.25,7.0
Uber,Black SUV,Northeastern University,Back Bay,1.08,23.0
Uber,UberPool,South Station,Back Bay,1.68,8.0
Lyft,Lux,Beacon Hill,Northeastern University,2.41,16.5
Uber,UberXL,Theatre District,Boston University,2.98,16.5
Lyft,Lux Black,Northeastern University,Beacon Hill,2.52,22.5
Lyft,Lux Black XL,Back Bay,North End,2.88,38.0
Lyft,Shared,Theatre District,Boston University,2.95,7.0
Uber,UberX,Fenway,West End,2.84,9.5
Lyft,Lyft,West End,Fenway,2.79,10.5
Uber,UberX,North Station,Haymarket Square,0.49,7.0
Uber,Black,Back Bay,South Station,3.53,27.0
Uber,UberX,North End,Financial District,1.21,9.5
Lyft,Lyft,South Station,Theatre District,0.68,7.0
Lyft,Shared,West End,Haymarket Square,0.57,5.0
Uber,UberX,Fenway,West End,2.84,10.5
Lyft,Lux Black,Boston University,Theatre District,3.14,26.0
Uber,Black SUV,West End,Boston University,3.47,33.5
Lyft,Lux Black XL,Fenway,Theatre District,3.16,38.0
Lyft,Lyft,North Station,Fenway,3.23,11.0
Lyft,Shared,North Station,South Station,1.88,7.0
Lyft,Lyft XL,North Station,South Station,2.1,13.5
Uber,WAV,Financial District,North End,1.07,8.5
Lyft,Lyft XL,Boston University,Beacon Hill,2.32,13.5
Uber,WAV,Back Bay,Boston University,1.56,8.5
Uber,UberXL,Fenway,North Station,3.05,18.5
Lyft,Shared,Beacon Hill,Northeastern University,2.43,7.0
Lyft,Lux Black XL,Boston University,Beacon Hill,2.33,30.0
Lyft,Shared,Beacon Hill,North End,1.7,7.0
Lyft,Shared,Northeastern University,Back Bay,1.08,3.5
Uber,UberXL,Beacon Hill,Boston University,2.79,16.0
Uber,UberX,West End,Northeastern University,2.86,8.5
Lyft,Lyft XL,Haymarket Square,Financial District,1.0,11.0
Uber,Black SUV,Haymarket Square,North Station,0.56,26.0
Uber,UberXL,North End,Back Bay,2.7,17.0
Uber,WAV,Theatre District,Boston University,2.45,11.0
Lyft,Lux Black,Back Bay,North End,2.79,27.5
Lyft,Lux Black XL,Financial District,Northeastern University,4.3,38.0
Lyft,Lux Black,Boston University,Back Bay,1.47,19.5
Uber,UberXL,Northeastern University,Back Bay,1.22,10.5
Lyft,Lux,North End,Theatre District,1.69,16.5
Lyft,Shared,Haymarket Square,Back Bay,2.46,7.0
Uber,WAV,Theatre District,Fenway,2.66,16.0
Lyft,Lyft XL,Boston University,Financial District,5.21,22.5
Lyft,Lux Black XL,Northeastern University,West End,3.08,34.0
Uber,UberX,South Station,West End,2.14,7.5
Uber,Black,Theatre District,Haymarket Square,1.16,17.0
Lyft,Lux,Fenway,Financial District,4.49,26.0
Uber,Black,Boston University,Theatre District,2.62,22.0
Uber,UberXL,Northeastern University,West End,3.08,18.0
Lyft,Shared,Beacon Hill,South Station,2.59,7.0
Lyft,Lyft XL,Boston University,Back Bay,1.43,13.5
Lyft,Lux,Back Bay,Fenway,1.47,13.5
Uber,UberXL,West End,Northeastern University,2.86,15.0
Uber,Black SUV,Boston University,Financial District,5.56,45.5
Uber,WAV,North Station,South Station,1.58,8.5
Lyft,Shared,Boston University,West End,2.93,7.0
Uber,Black SUV,West End,Fenway,2.72,31.5
Lyft,Lyft XL,Northeastern University,North Station,3.3,19.5
Uber,Black,Northeastern University,Theatre District,1.8,17.0
Uber,Black SUV,South Station,West End,2.14,26.0
Uber,UberX,South Station,Beacon Hill,1.4,9.5
Uber,UberPool,South Station,Back Bay,3.45,9.0
Lyft,Shared,Boston University,Beacon Hill,2.32,7.0
Lyft,Shared,Boston University,West End,2.89,7.0
Lyft,Shared,Haymarket Square,Back Bay,2.28,9.0
Lyft,Lux,West End,North End,1.22,13.5
Uber,UberXL,Boston University,Theatre District,2.62,16.5
Uber,Black SUV,North Station,North End,0.92,27.5
Uber,WAV,West End,Fenway,2.72,9.5
Uber,UberXL,South Station,Financial District,0.39,10.5
Lyft,Lux Black,Beacon Hill,Northeastern University,2.39,22.5
Uber,UberX,West End,Fenway,2.72,9.5
Lyft,Shared,Beacon Hill,North End,2.45,5.0
Uber,Black,South Station,Theatre District,0.55,16.0
Lyft,Lux,Fenway,Theatre District,3.17,22.5
Uber,WAV,Haymarket Square,North Station,0.56,7.5
Lyft,Lyft,Boston University,Back Bay,1.49,9.0
Uber,UberX,Back Bay,Haymarket Square,1.79,8.5
Uber,UberX,Financial District,North End,1.04,7.5
Uber,UberXL,Fenway,West End,2.84,25.0
Uber,UberX,Back Bay,North End,3.61,13.0
Lyft,Lyft,Haymarket Square,Financial District,1.0,7.0
Uber,UberX,Beacon Hill,Fenway,2.46,9.5
Uber,UberXL,North End,Beacon Hill,2.21,14.0
Uber,Black,Fenway,Theatre District,2.66,21.0
Lyft,Shared,Financial District,Boston University,4.6,7.0
Uber,WAV,Boston University,West End,2.8,10.5
Lyft,Lux,South Station,North Station,2.15,16.5
Lyft,Lyft XL,Haymarket Square,North Station,0.75,10.5
Lyft,Lyft XL,Boston University,North Station,3.08,16.5
Uber,UberXL,Fenway,Beacon Hill,2.32,16.0
Lyft,Shared,North Station,Boston University,3.5,5.0
Lyft,Lux Black,Theatre District,North End,1.54,22.5
Lyft,Lux,Haymarket Square,North Station,0.73,11.0
Uber,UberPool,Northeastern University,Theatre District,1.81,9.0
Uber,Black,Beacon Hill,South Station,2.5,17.5
Uber,Black,Theatre District,Boston University,2.98,26.5
Uber,WAV,Beacon Hill,Haymarket Square,0.91,8.5
Uber,UberX,North Station,Haymarket Square,0.49,7.0
Uber,UberX,Financial District,Boston University,4.74,15.0
Lyft,Lux,Back Bay,Haymarket Square,2.3,19.5
Uber,UberPool,Haymarket Square,Financial District,1.09,7.5
Uber,Black SUV,Back Bay,North End,2.73,34.0
Lyft,Lux,Fenway,Beacon Hill,2.39,22.5
Lyft,Shared,Haymarket Square,Beacon Hill,1.37,3.0
Uber,Black SUV,Theatre District,Fenway,2.66,30.5
Uber,UberPool,North Station,Haymarket Square,0.49,7.0
Lyft,Lux,Back Bay,South Station,3.29,19.5
Lyft,Lux,Theatre District,Northeastern University,1.97,16.5
Uber,UberPool,Haymarket Square,North Station,0.56,6.5
Lyft,Lux Black XL,North End,West End,1.07,27.5
Lyft,Lux Black,Boston University,Theatre District,4.67,32.5
Uber,UberX,Haymarket Square,Beacon Hill,1.23,7.5
Uber,UberPool,Haymarket Square,North Station,0.56,6.5
Lyft,Lux Black,South Station,North Station,1.72,22.5
Uber,Black SUV,Beacon Hill,Northeastern University,2.61,30.0
Lyft,Lux,Boston University,Back Bay,1.45,13.5
Uber,Black SUV,North Station,Northeastern University,3.22,33.0
Lyft,Lux Black XL,Financial District,Haymarket Square,1.03,27.5
Lyft,Lyft,South Station,North Station,2.1,9.0
Uber,UberX,Theatre District,Fenway,2.66,9.5
Uber,UberX,Northeastern University,Financial District,3.3,18.5
Lyft,Lux,South Station,Theatre District,0.61,11.0
Lyft,Lux,Beacon Hill,South Station,2.52,19.5
Uber,Black,West End,North End,1.16,17.0
Uber,Black SUV,Theatre District,South Station,1.3,27.5
Uber,Black,West End,North End,1.11,17.0
Uber,WAV,Northeastern University,West End,3.15,13.0
Uber,Black SUV,Theatre District,Fenway,2.66,29.0
Uber,UberPool,South Station,Beacon Hill,2.48,11.0
Uber,Black,Northeastern University,North Station,3.3,26.5
Lyft,Lux Black,Theatre District,Haymarket Square,1.29,19.5
Uber,Black,South Station,Theatre District,0.55,16.0
Lyft,Lux,North End,Financial District,1.0,16.5
Lyft,Lux Black,North End,West End,1.06,22.5
Uber,WAV,North Station,South Station,2.29,8.5
Lyft,Lyft,Fenway,Beacon Hill,2.33,10.5
Lyft,Shared,Financial District,Haymarket Square,1.05,3.0
Lyft,Lux Black,Northeastern University,West End,3.11,27.5
Uber,Black,Theatre District,Northeastern University,1.94,17.0
Lyft,Lux Black,Northeastern University,North Station,3.29,26.0
Uber,UberPool,Beacon Hill,Boston University,2.79,7.5
Lyft,Shared,West End,South Station,1.66,5.0
Lyft,Lyft XL,Boston University,North Station,3.13,16.5
Uber,WAV,South Station,Theatre District,0.55,7.0
Uber,Black,North Station,North End,1.03,15.0
Uber,UberX,Back Bay,North End,2.84,12.0
Lyft,Lux Black XL,North End,Back Bay,2.99,38.5
Uber,WAV,Boston University,Financial District,5.7,15.0
Lyft,Lux Black,Boston University,Beacon Hill,2.38,22.5
Lyft,Lyft XL,Theatre District,Fenway,2.72,16.5
Lyft,Lyft XL,Northeastern University,West End,3.06,16.5
Lyft,Lux Black XL,North End,Back Bay,2.43,34.0
Lyft,Lux Black XL,Boston University,Financial District,4.5,42.5
Lyft,Lux,North Station,Boston University,3.46,22.5
Lyft,Lyft,Financial District,North End,1.14,7.0
Uber,UberPool,North Station,North End,1.03,6.5
Uber,UberPool,Fenway,North Station,3.05,10.0
Lyft,Shared,Boston University,Beacon Hill,2.3,7.0
Lyft,Lyft XL,North Station,North End,1.0,11.0
Uber,UberXL,North End,West End,1.0,13.0
Lyft,Shared,Haymarket Square,Theatre District,1.75,5.0
Uber,WAV,North End,Back Bay,3.16,9.5
Uber,WAV,North End,Financial District,1.21,7.0
Uber,Black,Northeastern University,Beacon Hill,1.97,17.5
Uber,WAV,North Station,Northeastern University,3.23,10.5
Uber,UberX,Northeastern University,Back Bay,1.1,7.5
Uber,UberX,Fenway,Theatre District,2.66,9.5
Uber,UberPool,Back Bay,North End,2.34,9.0
Uber,UberXL,Theatre District,Northeastern University,1.91,16.0
Uber,UberXL,Northeastern University,Theatre District,1.81,13.0
Lyft,Shared,Back Bay,Boston University,1.54,2.5
Uber,Black,Boston University,Theatre District,2.62,25.0
Uber,WAV,Northeastern University,Theatre District,1.8,10.5
Uber,UberX,North Station,Haymarket Square,0.49,7.0
Uber,UberXL,North End,West End,1.23,12.0
Uber,Black,South Station,Financial District,0.39,16.0
Uber,UberPool,Haymarket Square,Theatre District,1.61,8.5
Uber,Black,Fenway,Financial District,4.48,28.0
Lyft,Lyft XL,Boston University,Financial District,5.35,22.5
Lyft,Shared,Beacon Hill,Fenway,2.37,7.0
Lyft,Shared,Haymarket Square,Financial District,0.98,3.5
Lyft,Lyft XL,Back Bay,North End,2.91,16.5
Lyft,Lux Black XL,Haymarket Square,North Station,0.64,26.0
Lyft,Lux Black XL,South Station,Beacon Hill,2.38,32.5
Uber,Black,Fenway,Theatre District,2.66,22.0
Uber,Black SUV,West End,Haymarket Square,0.61,26.5
Uber,Black SUV,West End,Northeastern University,2.88,31.5
Lyft,Lyft,Financial District,Haymarket Square,1.08,7.0
Lyft,Lyft XL,Haymarket Square,North Station,0.73,10.5
Uber,Black,Theatre District,South Station,1.3,16.5
Uber,WAV,Boston University,Beacon Hill,2.27,9.5
Lyft,Lux Black XL,Beacon Hill,North End,1.94,27.5
Lyft,Lux Black XL,North End,Back Bay,2.97,38.5
Uber,Black,Back Bay,Haymarket Square,1.78,20.5
Uber,Black SUV,Beacon Hill,South Station,2.5,55.0
Lyft,Lux Black XL,Theatre District,Fenway,2.71,42.5
Lyft,Lyft XL,Financial District,Haymarket Square,0.91,9.0
Lyft,Shared,Northeastern University,Beacon Hill,2.47,7.0
Lyft,Lux Black XL,Northeastern University,Financial District,3.42,38.0
Lyft,Lux Black XL,Back Bay,Boston University,1.92,27.5
Lyft,Shared,Theatre District,South Station,1.22,5.0
Uber,WAV,Haymarket Square,Beacon Hill,1.35,7.5
Lyft,Lux Black XL,Haymarket Square,Beacon Hill,1.39,27.5
Uber,Black SUV,Beacon Hill,Fenway,2.46,30.5
Lyft,Lux Black,Fenway,North Station,3.2,22.5
Lyft,Lyft,Financial District,Boston University,4.53,26.0
Lyft,Lyft XL,Beacon Hill,Fenway,2.37,16.5
Uber,UberX,Theatre District,Haymarket Square,1.16,8.0
Lyft,Lyft,Back Bay,Fenway,1.49,7.0
Lyft,Lux,North End,North Station,1.05,13.5
Uber,Black,Financial District,Fenway,3.66,28.0
Lyft,Lux Black XL,North Station,Haymarket Square,0.53,27.5
Uber,WAV,Beacon Hill,Boston University,2.79,9.5
Uber,Black,South Station,Beacon Hill,2.2,23.0
Uber,Black SUV,Theatre District,Haymarket Square,1.16,27.5
Uber,Black SUV,Boston University,Back Bay,1.44,26.5
Uber,UberPool,Northeastern University,Back Bay,1.22,7.0
Uber,WAV,Back Bay,Boston University,1.51,8.5
Lyft,Lux Black XL,Back Bay,Fenway,1.45,26.0
Uber,Black SUV,West End,South Station,1.26,26.0
Uber,WAV,Theatre District,Boston University,2.41,12.5
Lyft,Lux Black XL,Boston University,Financial District,5.11,89.0
Uber,WAV,Haymarket Square,Theatre District,1.61,8.5
Lyft,Lux,South Station,North Station,2.08,16.5
Uber,UberPool,Beacon Hill,Northeastern University,2.61,8.5
Lyft,Lyft XL,Theatre District,North End,1.74,16.5
Uber,WAV,Fenway,West End,2.84,10.5
Lyft,Lux,Back Bay,Boston University,1.95,16.5
Lyft,Lux Black,Financial District,Fenway,4.33,32.5
Lyft,Lyft,Northeastern University,Financial District,3.39,10.5
Uber,WAV,Fenway,Theatre District,2.66,10.5
Lyft,Shared,Boston University,Financial District,5.33,10.5
Uber,Black,Beacon Hill,Boston University,2.79,22.5
Uber,Black SUV,North Station,Haymarket Square,0.49,27.0
Lyft,Lux Black XL,Boston University,Financial District,5.31,47.5
Uber,Black,Fenway,North Station,3.05,24.0
Lyft,Lux Black XL,Back Bay,Fenway,1.48,52.5
Uber,Black,Beacon Hill,Boston University,2.79,20.5
Lyft,Lux Black,Northeastern University,Financial District,3.1,26.0
Uber,UberXL,North Station,Fenway,3.08,21.5
Lyft,Shared,Northeastern University,Beacon Hill,2.44,7.0
Uber,UberX,Fenway,North Station,3.05,12.0
Lyft,Lyft,Beacon Hill,North End,1.87,10.5
Uber,UberX,Boston University,West End,2.8,10.5
Lyft,Lux Black XL,North End,Theatre District,1.71,27.5
Lyft,Lyft,North Station,Haymarket Square,0.56,9.0
Lyft,Shared,South Station,Theatre District,0.62,5.0
Lyft,Lux Black XL,Northeastern University,Financial District,4.13,45.5
Uber,WAV,Fenway,Financial District,4.48,12.0
Lyft,Lux,North Station,Haymarket Square,0.53,10.5
Uber,WAV,Beacon Hill,Fenway,2.46,10.5
Uber,UberPool,West End,Northeastern University,2.66,12.0
Uber,UberX,North End,Beacon Hill,2.19,8.5
Lyft,Lyft,Back Bay,Fenway,1.44,7.0
Uber,UberPool,West End,Northeastern University,2.86,10.0
Lyft,Shared,Boston University,Financial District,5.32,10.5
Lyft,Lyft,West End,North End,1.27,7.0
Uber,Black SUV,Financial District,North End,1.22,27.5
Uber,Black SUV,Back Bay,Northeastern University,1.34,27.5
Uber,Black,Theatre District,North End,1.41,17.0
Uber,WAV,Northeastern University,North Station,3.37,11.0
Uber,Black SUV,Haymarket Square,Theatre District,1.61,27.0
Lyft,Shared,Northeastern University,North Station,3.32,7.0
Lyft,Lux,Back Bay,North End,3.66,22.5
Lyft,Lux Black,West End,Northeastern University,2.85,22.5
Uber,UberPool,Northeastern University,Financial District,7.46,13.0
Lyft,Lyft XL,Haymarket Square,Financial District,1.27,13.5
Uber,WAV,Theatre District,Northeastern University,1.91,8.0
Lyft,Lux,North Station,Haymarket Square,0.57,10.5
Uber,Black SUV,Boston University,North Station,3.01,29.5
Lyft,Shared,North End,Theatre District,1.73,5.0
Lyft,Lux,Fenway,Financial District,4.6,27.5
Uber,UberPool,Boston University,Beacon Hill,0.7,7.5
Uber,WAV,South Station,Theatre District,0.55,7.0
Uber,UberPool,Northeastern University,Financial District,3.3,10.0
Lyft,Lux Black XL,Theatre District,South Station,1.14,27.5
Lyft,Lyft,Haymarket Square,Financial District,0.92,7.0
Uber,Black SUV,Theatre District,Boston University,2.98,35.0
Uber,UberPool,Beacon Hill,Fenway,2.46,8.5
Uber,Black SUV,Theatre District,Boston University,2.98,35.0
Lyft,Shared,North End,Beacon Hill,1.57,5.0
Lyft,Lux Black,Theatre District,North End,1.57,22.5
Uber,UberX,South Station,West End,2.14,13.5
Uber,Black SUV,Financial District,South Station,0.54,26.0
Lyft,Lux,South Station,Financial District,0.46,11.0
Lyft,Lux,Haymarket Square,West End,0.77,10.5
Lyft,Lux,Haymarket Square,West End,0.82,11.0
Lyft,Lux,North End,Financial District,1.01,11.0
Uber,UberPool,North Station,Haymarket Square,0.49,8.0
Lyft,Lyft,Beacon Hill,North End,1.88,11.0
Uber,Black SUV,Financial District,South Station,0.54,27.5
Lyft,Lux,Back Bay,Fenway,1.47,26.0
Uber,UberXL,Beacon Hill,North End,1.79,14.0
Lyft,Lyft XL,Theatre District,North End,1.51,13.5
Uber,WAV,Theatre District,North End,1.41,8.0
Uber,Black SUV,West End,Fenway,2.72,30.5
Uber,Black SUV,West End,Fenway,3.26,35.0
Uber,UberPool,Boston University,Back Bay,1.44,8.0
Lyft,Lyft XL,Fenway,Financial District,4.49,22.5
Lyft,Lyft,North Station,Northeastern University,3.25,10.5
Lyft,Lux Black XL,Theatre District,North End,1.55,42.5
Uber,WAV,Back Bay,North End,2.34,9.5
Uber,UberPool,Fenway,Theatre District,2.66,8.0
Lyft,Lyft XL,Northeastern University,Back Bay,1.08,11.0
Lyft,Lyft,Boston University,Beacon Hill,2.3,10.5
Uber,UberX,Back Bay,Fenway,1.5,8.0
Uber,UberXL,Beacon Hill,Haymarket Square,0.91,14.0
Lyft,Lux Black XL,Fenway,Financial District,3.73,42.5
Uber,UberXL,Beacon Hill,South Station,2.58,15.0
Uber,WAV,Haymarket Square,Back Bay,2.32,9.5
Uber,Black,North Station,Fenway,3.07,23.0
Lyft,Lux Black,North Station,Boston University,3.5,26.0
Lyft,Lyft XL,Financial District,Boston University,4.59,22.5
Lyft,Shared,Boston University,Financial District,5.37,9.0
Lyft,Lux Black XL,Theatre District,South Station,1.17,27.5
Lyft,Lux,Haymarket Square,North Station,0.84,13.5
Uber,UberPool,Theatre District,North End,1.41,7.5
Lyft,Lux,Back Bay,Boston University,1.5,13.5
Lyft,Lux,Financial District,Haymarket Square,1.0,13.5
Uber,UberX,Northeastern University,Financial District,7.46,17.5
Lyft,Lux,North Station,Boston University,3.47,19.5
Uber,UberXL,Fenway,Back Bay,1.34,12.5
Uber,UberPool,Haymarket Square,Beacon Hill,1.35,9.0
Uber,UberX,West End,Fenway,2.72,9.5
Lyft,Lux Black XL,Financial District,Fenway,4.34,42.5
Lyft,Lux,Theatre District,North End,1.54,13.5
Uber,UberPool,South Station,Back Bay,3.45,9.5
Uber,Black SUV,Haymarket Square,West End,0.72,26.0
Uber,Black,North Station,Boston University,3.39,23.0
Uber,UberX,Back Bay,Northeastern University,1.62,9.5
Lyft,Lux Black XL,Haymarket Square,West End,0.78,27.5
Uber,Black,Fenway,Beacon Hill,2.32,22.0
Uber,Black SUV,Fenway,Back Bay,1.34,26.5
Uber,WAV,Boston University,Back Bay,1.4,8.0
Uber,Black,Theatre District,North End,1.41,28.5
Uber,UberPool,Theatre District,Haymarket Square,1.16,7.0
Lyft,Lyft,Haymarket Square,Theatre District,1.64,9.0
Uber,UberPool,North Station,North End,0.92,5.5
Lyft,Lux Black XL,North Station,Fenway,3.21,38.5
Uber,WAV,Fenway,Back Bay,1.34,7.5
Uber,Black SUV,North Station,Boston University,3.42,39.0
Uber,Black,North End,Theatre District,1.57,16.0
Uber,Black SUV,Financial District,Boston University,4.3,41.5
Uber,WAV,Boston University,West End,2.8,11.0
Lyft,Lux Black XL,Financial District,North End,1.12,26.0
Uber,UberPool,Northeastern University,North Station,3.3,11.0
Uber,Black SUV,Northeastern University,North Station,3.42,30.5
Lyft,Lyft XL,Boston University,North Station,3.14,16.5
Lyft,Shared,Boston University,Beacon Hill,2.31,7.0
Uber,UberX,North End,North Station,1.08,7.5
Lyft,Shared,Boston University,Financial District,5.18,9.0
Lyft,Lux Black,Boston University,Beacon Hill,2.29,22.5
Lyft,Lux,North End,West End,0.99,13.5
Uber,UberXL,North Station,North End,1.03,11.5
Lyft,Lyft,Northeastern University,Back Bay,1.06,7.0
Lyft,Lyft,Haymarket Square,Theatre District,1.71,7.0
Uber,UberX,Fenway,Theatre District,2.66,9.5
Uber,UberPool,West End,North End,1.22,8.0
Uber,UberX,South Station,Theatre District,0.55,8.0
Uber,UberPool,South Station,West End,2.14,10.0
Lyft,Lyft,Northeastern University,West End,2.98,13.5
Lyft,Shared,Haymarket Square,Back Bay,2.22,7.0
Lyft,Lux Black,Beacon Hill,Northeastern University,2.43,19.5
Lyft,Lux Black,Financial District,North End,1.12,16.5
Lyft,Lux,Boston University,North Station,3.13,19.5
Uber,Black,Boston University,Beacon Hill,2.27,19.5
Lyft,Lyft XL,Haymarket Square,North Station,0.71,11.0
Lyft,Shared,Boston University,Beacon Hill,2.31,7.0
Lyft,Lyft,Boston University,West End,2.85,11.0
Lyft,Lyft XL,Haymarket Square,Financial District,1.23,13.5
Lyft,Lux,Haymarket Square,Back Bay,2.23,16.5
Lyft,Lyft XL,Haymarket Square,North Station,0.71,10.5
Uber,Black,Boston University,Theatre District,2.62,40.5
Lyft,Shared,West End,South Station,1.67,7.0
Uber,UberPool,Back Bay,South Station,3.53,10.0
Lyft,Lux Black,West End,Haymarket Square,0.65,16.5
Uber,Black SUV,North Station,Haymarket Square,0.49,27.5
Lyft,Lux Black XL,West End,Boston University,3.04,32.5
Uber,UberXL,West End,Northeastern University,2.86,18.0
Lyft,Lux,South Station,Back Bay,2.61,19.5
Lyft,Shared,Beacon Hill,Boston University,2.66,7.0
