price,location
205,Murray Hill
69,Hell's Kitchen
98,Hell's Kitchen
130,Nolita
80,Upper West Side
145,East Harlem
90,Gramercy
75,Harlem
149,East Village
150,Murray Hill
250,West Village
375,Tribeca
95,East Harlem
125,Midtown
99,Harlem
190,Upper East Side
229,Nolita
55,"Brooklyn, Manhattan Beach"
250,Lower East Side
90,Upper East Side
40,Harlem
200,Chelsea
65,Nolita
135,Midtown
335,Upper West Side
140,Chinatown
150,Hell's Kitchen
200,East Harlem
235,Upper East Side
120,West Village
209,West Village
185,Upper West Side
78,Chelsea
129,East Village
210,Midtown
186,Upper East Side
145,Upper East Side
140,Nolita
249,Upper East Side
175,Hell's Kitchen
40,Harlem
300,West Village
133,Harlem
100,Upper East Side
250,East Village
218,Upper East Side
160,Lower East Side
70,Harlem
95,Financial District
90,Financial District
175,Upper West Side
333,Lower East Side
125,East Harlem
150,Upper East Side
196,Little Italy
65,Harlem
92,Hell's Kitchen
300,East Village
119,Upper West Side
190,Murray Hill
499,Chelsea
99,East Harlem
160,Hell's Kitchen
160,Hell's Kitchen
125,Two Bridges
229,Chelsea
120,East Village
80,Upper West Side
159,Chinatown
85,East Village
160,Lower East Side
69,Harlem
400,Murray Hill
117,Upper East Side
250,Hell's Kitchen
50,Harlem
221,West Village
80,East Village
150,Washington Heights
300,Chinatown
2000,Midtown
1020,Midtown
164,Harlem
164,Harlem
70,East Village
99,East Harlem
125,Hell's Kitchen
265,Upper West Side
60,Harlem
65,Upper East Side
61,Chinatown
197,Midtown
125,West Village
250,East Harlem
119,Chinatown
128,Upper West Side
115,Kips Bay
220,West Village
45,Inwood
180,Murray Hill
190,Theater District
180,Chelsea
125,Upper East Side
130,Harlem
85,East Village
60,Harlem
180,Chelsea
300,Upper East Side
255,Upper West Side
240,Upper West Side
147,West Village
200,Kips Bay
375,SoHo
400,Theater District
80,Harlem
85,East Harlem
150,Upper East Side
75,Gramercy
42,Harlem
198,Midtown
45,Harlem
250,Lower East Side
45,Harlem
78,Lower East Side
150,East Village
99,Hell's Kitchen
150,Harlem
65,Roosevelt Island
198,Midtown
115,Little Italy
265,Harlem
228,Chelsea
280,East Harlem
135,Harlem
110,Hell's Kitchen
700,Midtown
198,Midtown
110,Gramercy
100,Inwood
190,East Village
160,Harlem
89,Inwood
85,Upper West Side
170,East Village
69,Lower East Side
199,Kips Bay
200,Chelsea
181,Chelsea
250,Upper East Side
65,Washington Heights
68,Washington Heights
150,East Harlem
110,Harlem
100,Upper West Side
44,Harlem
80,Harlem
110,Harlem
295,Nolita
80,Washington Heights
265,East Harlem
220,East Village
130,Harlem
176,Financial District
113,Financial District
146,Financial District
98,Lower East Side
60,Chelsea
48,Upper East Side
120,Harlem
58,Harlem
1200,Midtown
89,Upper East Side
500,West Village
142,Kips Bay
114,Upper East Side
350,West Village
85,Stuyvesant Town
150,East Harlem
330,Chelsea
100,Harlem
80,Chinatown
225,Upper West Side
90,Gramercy
75,Washington Heights
132,Upper East Side
77,East Harlem
200,Lower East Side
400,West Village
200,Greenwich Village
80,East Village
200,Lower East Side
80,Inwood
250,Chinatown
100,Harlem
250,Hell's Kitchen
98,Hell's Kitchen
75,Harlem
45,Harlem
79,East Village
80,Upper West Side
66,Harlem
130,Hell's Kitchen
250,Lower East Side
151,Chinatown
70,Kips Bay
250,East Village
75,Washington Heights
190,Two Bridges
70,Hell's Kitchen
85,East Village
215,East Village
350,East Harlem
95,Lower East Side
110,Chelsea
50,Roosevelt Island
55,East Harlem
200,Gramercy
177,Lower East Side
280,Upper East Side
147,Harlem
65,East Harlem
59,Inwood
105,East Harlem
149,Gramercy
400,NoHo
60,Harlem
240,Greenwich Village
79,East Harlem
105,East Harlem
190,West Village
230,Greenwich Village
85,Chelsea
85,Chelsea
295,Chinatown
89,East Harlem
65,Washington Heights
100,East Village
180,East Village
95,Chelsea
279,Chelsea
110,Harlem
105,Upper East Side
53,Washington Heights
205,Lower East Side
230,Upper West Side
86,Upper West Side
180,Lower East Side
190,Kips Bay
275,Greenwich Village
85,Chelsea
100,Harlem
72,Chinatown
200,Upper East Side
120,Harlem
190,West Village
120,Inwood
375,Tribeca
79,Hell's Kitchen
175,West Village
85,Chelsea
69,Inwood
349,Lower East Side
259,Tribeca
160,Chinatown
52,Lower East Side
160,Upper East Side
99,Midtown
115,Chelsea
50,East Harlem
80,Harlem
87,Harlem
100,Upper East Side
196,Chelsea
90,Lower East Side
75,Harlem
25,Harlem
220,Upper East Side
55,Harlem
50,Harlem
235,Financial District
67,East Village
232,West Village
96,Washington Heights
120,Upper West Side
180,East Harlem
80,Harlem
85,East Harlem
141,Harlem
50,East Harlem
115,Harlem
100,Hell's Kitchen
64,East Harlem
250,West Village
120,Upper East Side
233,Chelsea
220,Harlem
105,East Harlem
130,Hell's Kitchen
99,Midtown
164,West Village
100,Harlem
99,East Harlem
97,Hell's Kitchen
75,East Harlem
124,Lower East Side
100,Harlem
158,Harlem
100,Chinatown
190,Murray Hill
200,Chinatown
50,Harlem
189,East Harlem
39,Harlem
60,Washington Heights
119,Midtown
25,Washington Heights
55,Harlem
99,Upper East Side
75,Roosevelt Island
117,Upper East Side
195,Greenwich Village
100,East Village
150,Little Italy
88,East Harlem
98,East Harlem
60,Washington Heights
100,Lower East Side
174,Lower East Side
130,Upper East Side
130,Chelsea
200,Lower East Side
170,East Village
60,Harlem
200,Upper East Side
995,Upper West Side
399,NoHo
149,Midtown
125,Hell's Kitchen
249,Upper East Side
360,Harlem
55,Harlem
190,Chinatown
224,Harlem
459,SoHo
350,East Village
90,East Village
91,Chinatown
52,Washington Heights
65,Upper East Side
110,Upper East Side
49,Kips Bay
59,Harlem
48,Upper West Side
97,Lower East Side
99,Lower East Side
175,Midtown
159,Gramercy
153,Upper East Side
243,Upper West Side
140,Upper East Side
400,Harlem
240,Upper East Side
189,Upper East Side
225,Upper East Side
85,East Harlem
118,Harlem
71,East Village
250,Lower East Side
46,Harlem
99,Chelsea
165,Upper West Side
65,East Harlem
103,East Harlem
80,Upper East Side
160,Upper East Side
75,Harlem
600,Chelsea
135,Hell's Kitchen
125,East Village
70,East Harlem
65,Harlem
489,Upper West Side
120,Harlem
160,East Village
125,East Village
115,East Harlem
600,West Village
100,East Harlem
47,East Harlem
125,Harlem
80,SoHo
54,Harlem
85,East Village
285,Kips Bay
125,West Village
545,Chelsea
78,East Village
160,Hell's Kitchen
650,Chelsea
70,Washington Heights
65,East Village
100,East Harlem
200,Midtown
98,Lower East Side
110,East Village
118,Hell's Kitchen
239,Chelsea
195,NoHo
159,Gramercy
190,Chelsea
160,Upper West Side
190,Upper East Side
180,Upper East Side
235,Upper East Side
145,East Village
140,East Village
150,Upper East Side
58,Harlem
185,Hell's Kitchen
260,Midtown
250,Lower East Side
150,East Village
110,Hell's Kitchen
150,West Village
200,Kips Bay
175,Harlem
175,East Village
250,West Village
69,Washington Heights
103,Chelsea
73,Washington Heights
100,Chelsea
250,Kips Bay
160,East Village
289,Chelsea
82,Chelsea
178,Hell's Kitchen
600,West Village
135,Upper West Side
250,Gramercy
125,Upper East Side
126,Upper East Side
105,East Harlem
75,Washington Heights
155,Gramercy
55,Harlem
400,Upper West Side
198,Harlem
69,Harlem
135,Harlem
200,Upper West Side
72,East Village
78,Lower East Side
133,Kips Bay
85,Washington Heights
100,Harlem
80,Civic Center
35,Washington Heights
115,Midtown
150,Murray Hill
155,Little Italy
185,Washington Heights
150,Lower East Side
99,Upper East Side
69,East Village
105,Upper East Side
275,Chinatown
35,Upper East Side
35,Upper East Side
73,East Village
63,Harlem
195,Upper West Side
110,East Village
200,Harlem
220,Lower East Side
190,Chelsea
250,Chelsea
117,East Village
175,Midtown
178,Chinatown
225,Upper East Side
49,Upper East Side
255,Flatiron District
122,East Village
199,Inwood
2250,SoHo
215,Upper West Side
134,Hell's Kitchen
60,Inwood
150,Harlem
79,Harlem
220,Financial District
126,Upper East Side
230,Upper East Side
129,Upper East Side
119,Upper East Side
150,Upper East Side
199,Upper West Side
150,Hell's Kitchen
249,Upper West Side
105,Upper East Side
103,East Harlem
90,East Harlem
227,Hell's Kitchen
115,East Harlem
115,East Harlem
120,Nolita
170,East Village
95,Upper East Side
110,Financial District
185,West Village
177,East Harlem
80,Upper East Side
100,East Village
64,Harlem
250,Upper West Side
250,East Village
484,Hell's Kitchen
199,Midtown
79,Harlem
149,Harlem
220,Financial District
110,Upper East Side
75,Harlem
125,East Village
429,Chelsea
75,Chinatown
95,Midtown
100,Hell's Kitchen
200,Chelsea
147,Upper East Side
110,Upper West Side
130,East Village
125,East Harlem
395,West Village
150,East Village
115,Upper East Side
110,East Village
350,Murray Hill
139,West Village
48,East Village
57,Chelsea
150,East Harlem
45,Morningside Heights
170,West Village
195,Little Italy
130,Harlem
100,Financial District
150,Upper West Side
375,Upper West Side
95,Chelsea
105,Chelsea
150,Harlem
67,Harlem
80,Washington Heights
100,Roosevelt Island
40,Washington Heights
250,Harlem
55,Washington Heights
130,Upper East Side
2250,SoHo
100,East Village
79,East Harlem
31,Harlem
69,Chelsea
350,Tribeca
49,Harlem
110,Upper East Side
50,Washington Heights
165,Harlem
329,West Village
200,Harlem
115,Harlem
90,Little Italy
148,Upper West Side
140,Harlem
100,Washington Heights
400,East Village
116,Morningside Heights
99,Hell's Kitchen
145,Financial District
300,Chelsea
179,Hell's Kitchen
99,Hell's Kitchen
80,Harlem
118,East Village
99,Hell's Kitchen
195,Chelsea
53,Washington Heights
99,Hell's Kitchen
177,Harlem
44,Marble Hill
85,East Village
125,Harlem
215,SoHo
100,Harlem
39,Harlem
1475,Upper East Side
100,Upper East Side
180,Hell's Kitchen
160,Murray Hill
110,Kips Bay
193,Upper West Side
325,Hell's Kitchen
278,Lower East Side
200,Harlem
110,Harlem
250,Upper West Side
65,Hell's Kitchen
150,East Village
130,Financial District
115,Upper East Side
195,East Harlem
350,Hell's Kitchen
145,Upper East Side
130,Hell's Kitchen
150,East Harlem
145,East Village
89,Chelsea
120,Hell's Kitchen
70,Washington Heights
190,East Village
100,Washington Heights
295,Harlem
99,Harlem
300,East Harlem
195,SoHo
160,Upper East Side
35,Harlem
80,Hell's Kitchen
40,Washington Heights
150,Little Italy
86,Financial District
100,Roosevelt Island
80,Harlem
199,East Village
90,Harlem
200,Chelsea
85,Harlem
78,Harlem
205,Financial District
615,Upper West Side
275,Harlem
79,Upper East Side
206,Upper East Side
169,East Village
90,Greenwich Village
350,Midtown
199,Harlem
65,Upper West Side
150,Upper East Side
80,Washington Heights
180,Chelsea
90,Hell's Kitchen
200,Lower East Side
125,Hell's Kitchen
168,Upper East Side
125,Hell's Kitchen
60,Harlem
120,Theater District
199,West Village
110,Lower East Side
170,Upper East Side
120,Upper East Side
123,Upper East Side
55,Morningside Heights
75,Harlem
287,Gramercy
200,Harlem
135,Hell's Kitchen
150,Murray Hill
60,Harlem
110,Little Italy
80,Washington Heights
180,Hell's Kitchen
110,Roosevelt Island
40,Upper West Side
95,Harlem
125,East Harlem
120,East Harlem
195,Harlem
295,Upper West Side
50,Washington Heights
265,Gramercy
160,East Village
150,Murray Hill
150,East Village
299,Greenwich Village
150,Murray Hill
130,Chinatown
160,Upper East Side
350,West Village
76,SoHo
205,SoHo
190,Upper East Side
135,Financial District
49,Washington Heights
51,Harlem
149,Chelsea
75,East Village
55,Harlem
142,Nolita
250,Upper East Side
80,Lower East Side
150,Lower East Side
148,Upper East Side
118,Gramercy
200,Upper West Side
100,Harlem
88,Upper East Side
90,Chelsea
55,Washington Heights
199,Harlem
145,Midtown
115,Upper East Side
120,Morningside Heights
122,Midtown
138,Murray Hill
158,Midtown
70,Midtown
79,East Harlem
176,West Village
170,Lower East Side
200,Hell's Kitchen
99,Harlem
100,East Village
150,East Harlem
179,Hell's Kitchen
85,Chelsea
350,Chelsea
80,Harlem
125,East Harlem
60,Washington Heights
55,Washington Heights
150,Murray Hill
350,Battery Park City
75,Washington Heights
140,Financial District
36,Inwood
49,Hell's Kitchen
578,Greenwich Village
150,Greenwich Village
99,Hell's Kitchen
125,Midtown
29,Lower East Side
145,East Harlem
100,Inwood
180,Upper West Side
50,East Harlem
950,West Village
225,Financial District
125,Upper East Side
130,Morningside Heights
250,West Village
278,West Village
98,Upper East Side
236,Little Italy
100,Harlem
60,Harlem
349,Chelsea
135,Hell's Kitchen
70,Washington Heights
60,Harlem
125,Upper East Side
128,East Harlem
100,Washington Heights
155,Midtown
275,Chelsea
135,Midtown
99,East Village
219,Hell's Kitchen
90,Inwood
90,Chinatown
52,Harlem
399,Chelsea
110,Inwood
118,Upper East Side
100,Harlem
95,Harlem
287,Upper East Side
196,Greenwich Village
70,Upper West Side
148,Upper West Side
72,Harlem
75,Upper East Side
110,Upper West Side
122,Harlem
120,Upper East Side
60,Washington Heights
175,Hell's Kitchen
77,Harlem
350,East Harlem
319,West Village
400,Harlem
200,Murray Hill
120,East Village
150,Morningside Heights
180,East Village
140,Chelsea
125,Harlem
135,Harlem
352,NoHo
210,West Village
180,Harlem
250,East Village
90,Chinatown
220,Tribeca
225,Gramercy
120,Upper East Side
69,Hell's Kitchen
55,Lower East Side
152,West Village
100,Hell's Kitchen
60,Morningside Heights
69,Lower East Side
61,Lower East Side
200,Chelsea
115,Upper East Side
185,Midtown
165,East Village
150,Harlem
85,Roosevelt Island
100,East Harlem
325,Kips Bay
80,Morningside Heights
198,Upper East Side
50,Morningside Heights
60,Washington Heights
125,East Village
300,Lower East Side
185,Chelsea
191,NoHo
250,East Village
200,Civic Center
135,Upper East Side
72,Roosevelt Island
179,Harlem
140,Lower East Side
89,East Harlem
88,Harlem
200,Tribeca
127,East Harlem
145,Two Bridges
225,West Village
102,Harlem
150,West Village
150,Murray Hill
250,Roosevelt Island
130,Hell's Kitchen
189,Chelsea
100,Upper East Side
99,Hell's Kitchen
48,Washington Heights
135,Greenwich Village
100,East Harlem
150,Upper East Side
49,Chelsea
60,East Village
250,Upper West Side
250,East Village
265,Upper East Side
70,Harlem
135,Upper West Side
50,Washington Heights
99,Hell's Kitchen
99,Hell's Kitchen
82,East Harlem
225,SoHo
149,East Village
275,Murray Hill
200,Upper West Side
110,Kips Bay
145,East Village
80,Roosevelt Island
70,Lower East Side
400,Midtown
175,Upper West Side
499,Greenwich Village
175,West Village
129,Midtown
220,Little Italy
60,Chinatown
50,East Harlem
140,Chelsea
70,East Village
77,Harlem
106,Greenwich Village
150,West Village
94,Upper West Side
79,Upper East Side
190,West Village
120,West Village
160,Upper East Side
150,East Village
325,Chinatown
75,Harlem
110,Hell's Kitchen
163,Hell's Kitchen
130,Chelsea
130,Upper East Side
125,East Harlem
105,Hell's Kitchen
80,Midtown
125,Lower East Side
100,Harlem
115,Harlem
170,Murray Hill
200,East Village
220,East Village
150,East Harlem
140,West Village
102,Harlem
275,Hell's Kitchen
145,Upper East Side
700,Tribeca
65,Inwood
150,Chelsea
100,East Village
150,Harlem
150,Upper East Side
67,East Harlem
159,Upper West Side
175,Upper East Side
60,Inwood
200,Upper East Side
79,Midtown
46,Upper East Side
45,Harlem
100,East Village
275,Chelsea
95,East Village
100,Harlem
155,Upper East Side
200,Chelsea
350,East Village
150,East Village
123,Upper East Side
81,Nolita
305,East Village
76,East Harlem
43,East Harlem
300,Nolita
135,Harlem
72,Upper East Side
190,Upper West Side
80,Washington Heights
210,Theater District
125,East Village
135,Upper East Side
125,Upper East Side
129,Hell's Kitchen
129,Hell's Kitchen
129,Hell's Kitchen
190,Upper West Side
60,Harlem
187,Upper West Side
120,Harlem
87,Washington Heights
250,Harlem
99,Washington Heights
200,East Harlem
225,Upper West Side
255,Upper West Side
320,Upper West Side
199,Financial District
150,Upper West Side
160,East Village
150,Little Italy
280,Hell's Kitchen
199,Hell's Kitchen
130,Hell's Kitchen
219,Upper East Side
200,Financial District
350,Nolita
105,Midtown
160,Hell's Kitchen
130,Hell's Kitchen
111,Hell's Kitchen
795,Upper East Side
55,Washington Heights
87,Financial District
115,Lower East Side
449,Lower East Side
239,East Village
44,East Harlem
100,Harlem
500,Chelsea
46,East Harlem
41,East Harlem
137,NoHo
197,Upper East Side
279,Hell's Kitchen
51,East Harlem
99,Upper West Side
70,Inwood
198,East Village
1795,NoHo
230,Chelsea
275,East Village
82,Midtown
299,Upper West Side
175,East Village
280,Hell's Kitchen
179,Midtown
70,East Harlem
60,East Harlem
99,Gramercy
120,Upper West Side
500,Chelsea
120,East Village
120,Washington Heights
190,Upper West Side
190,Upper West Side
69,Kips Bay
333,Midtown
200,Nolita
63,Harlem
125,Upper East Side
174,Hell's Kitchen
130,Harlem
275,Hell's Kitchen
130,Harlem
105,Upper East Side
185,East Harlem
175,Murray Hill
899,SoHo
68,Washington Heights
300,West Village
147,Harlem
175,Greenwich Village
80,Washington Heights
129,Upper East Side
126,Upper East Side
140,Upper West Side
600,Flatiron District
150,Harlem
120,Upper East Side
200,Financial District
300,Hell's Kitchen
130,Hell's Kitchen
60,Harlem
130,Hell's Kitchen
115,Hell's Kitchen
164,Hell's Kitchen
325,West Village
140,East Village
95,East Harlem
115,Lower East Side
90,Battery Park City
90,Lower East Side
615,Greenwich Village
180,Financial District
219,Upper West Side
150,Harlem
239,Theater District
110,Hell's Kitchen
55,Washington Heights
82,East Harlem
139,Hell's Kitchen
70,Harlem
69,East Harlem
273,Hell's Kitchen
212,Midtown
71,Harlem
170,Gramercy
50,Harlem
129,Kips Bay
99,East Harlem
105,Midtown
300,Upper West Side
150,Gramercy
69,East Village
409,Midtown
185,East Village
250,SoHo
250,Hell's Kitchen
170,Midtown
80,SoHo
85,Harlem
65,Harlem
90,Harlem
144,East Village
350,Greenwich Village
200,Hell's Kitchen
120,Hell's Kitchen
95,Financial District
226,Hell's Kitchen
125,Harlem
245,Chelsea
77,Upper West Side
195,Chelsea
75,Harlem
265,Nolita
160,Financial District
495,Flatiron District
85,Upper East Side
260,East Village
95,East Village
50,Harlem
325,East Harlem
55,Morningside Heights
79,East Harlem
40,Washington Heights
150,Murray Hill
300,Lower East Side
275,Upper West Side
120,East Harlem
250,Financial District
115,Hell's Kitchen
150,Lower East Side
140,Hell's Kitchen
188,Lower East Side
172,East Harlem
145,Chinatown
175,Greenwich Village
699,Midtown
65,Harlem
270,Midtown
400,Lower East Side
139,Lower East Side
77,Harlem
220,Kips Bay
49,Murray Hill
49,Murray Hill
499,Hell's Kitchen
275,Lower East Side
110,East Village
120,Chinatown
70,Hell's Kitchen
100,East Harlem
138,Little Italy
115,Midtown
175,Inwood
104,East Harlem
225,Chelsea
89,Harlem
95,Upper West Side
65,Harlem
95,Upper East Side
175,Gramercy
180,Chinatown
133,Upper East Side
75,Chelsea
100,East Village
105,Washington Heights
69,Harlem
87,Inwood
90,Harlem
89,Upper East Side
60,Inwood
100,Hell's Kitchen
211,Upper East Side
145,Chinatown
50,Harlem
99,East Village
150,Harlem
50,Washington Heights
69,Harlem
145,Hell's Kitchen
135,Hell's Kitchen
88,East Harlem
65,Marble Hill
269,West Village
70,Harlem
422,Midtown
250,Chinatown
65,Harlem
65,Washington Heights
245,Morningside Heights
55,Harlem
300,East Harlem
170,East Village
150,East Village
130,Hell's Kitchen
50,Chinatown
150,Upper West Side
65,Harlem
150,East Village
99,East Harlem
200,Chelsea
150,Upper East Side
164,Harlem
209,Midtown
300,Hell's Kitchen
120,Murray Hill
225,Hell's Kitchen
161,Chinatown
125,Harlem
125,Hell's Kitchen
198,Lower East Side
525,Lower East Side
210,Murray Hill
150,East Harlem
260,Hell's Kitchen
121,East Harlem
125,Harlem
78,Washington Heights
120,Lower East Side
435,Murray Hill
148,Upper East Side
85,East Village
110,Theater District
38,Harlem
199,East Village
195,Kips Bay
250,East Harlem
225,Murray Hill
58,Harlem
111,Nolita
107,Midtown
135,Upper West Side
175,SoHo
100,Inwood
245,West Village
700,Lower East Side
90,East Village
30,Washington Heights
135,Financial District
200,Lower East Side
196,Gramercy
215,Hell's Kitchen
280,Upper West Side
250,Upper West Side
155,Hell's Kitchen
92,Hell's Kitchen
250,Nolita
150,Financial District
1177,Murray Hill
790,Chelsea
99,SoHo
160,Hell's Kitchen
86,Hell's Kitchen
210,Hell's Kitchen
130,Hell's Kitchen
65,Harlem
55,Washington Heights
185,Kips Bay
150,Greenwich Village
80,Upper East Side
273,Hell's Kitchen
225,SoHo
70,Harlem
175,Murray Hill
90,Chinatown
99,Upper West Side
145,Upper West Side
180,Upper West Side
126,Harlem
190,East Village
95,Chinatown
32,Lower East Side
300,Upper West Side
100,East Harlem
199,Upper West Side
275,Upper East Side
115,Kips Bay
290,Upper West Side
110,East Village
170,Harlem
85,Lower East Side
239,Upper East Side
71,East Village
120,Midtown
100,Harlem
114,Hell's Kitchen
185,Midtown
165,Harlem
225,West Village
125,Hell's Kitchen
85,Harlem
70,Harlem
130,Washington Heights
99,Chelsea
150,East Harlem
125,Upper East Side
80,Lower East Side
150,Murray Hill
150,Murray Hill
135,Lower East Side
55,Harlem
222,Murray Hill
175,Murray Hill
149,Chelsea
175,Chelsea
108,Harlem
160,Midtown
85,Roosevelt Island
50,Harlem
155,Hell's Kitchen
250,NoHo
378,Upper East Side
96,Harlem
110,East Village
60,Lower East Side
99,Harlem
125,Upper East Side
200,Greenwich Village
100,Hell's Kitchen
160,Hell's Kitchen
45,East Harlem
150,Upper West Side
525,Hell's Kitchen
170,Upper East Side
1100,Gramercy
120,East Harlem
766,Gramercy
200,Harlem
125,Upper West Side
140,Midtown
83,Harlem
135,Midtown
231,Midtown
155,Upper East Side
250,Greenwich Village
75,Harlem
840,Upper East Side
250,Nolita
100,Murray Hill
160,Harlem
130,Greenwich Village
120,East Village
150,Lower East Side
150,Hell's Kitchen
70,East Harlem
200,Hell's Kitchen
100,East Village
80,Theater District
300,Upper West Side
540,Gramercy
85,Lower East Side
200,Harlem
188,Chinatown
100,East Harlem
249,Hell's Kitchen
90,East Harlem
160,Hell's Kitchen
170,SoHo
57,Gramercy
350,Upper West Side
237,East Harlem
175,Murray Hill
49,Gramercy
91,Hell's Kitchen
200,Hell's Kitchen
95,Chinatown
174,Harlem
30,Harlem
95,Upper East Side
250,Lower East Side
156,Upper West Side
85,Harlem
85,Harlem
25,Harlem
139,Upper East Side
82,Chelsea
40,Hell's Kitchen
185,Hell's Kitchen
215,East Village
190,East Village
60,East Harlem
175,Lower East Side
288,Hell's Kitchen
200,East Village
60,Upper West Side
143,Hell's Kitchen
150,Harlem
589,Upper East Side
245,Harlem
119,Hell's Kitchen
233,Upper East Side
150,Harlem
75,Upper East Side
145,Midtown
173,Harlem
100,East Harlem
150,Hell's Kitchen
79,Harlem
125,Morningside Heights
129,Upper West Side
180,Chelsea
70,Kips Bay
145,East Village
85,Chelsea
150,Harlem
105,Harlem
175,Harlem
160,Midtown
299,Hell's Kitchen
225,Upper East Side
250,Lower East Side
550,Nolita
95,Harlem
150,Hell's Kitchen
120,Hell's Kitchen
150,Murray Hill
110,Chinatown
200,Upper East Side
67,Harlem
140,Gramercy
949,Theater District
99,Washington Heights
75,Washington Heights
165,Greenwich Village
315,Upper West Side
80,Harlem
69,Harlem
350,Upper West Side
150,Upper West Side
150,Murray Hill
230,Hell's Kitchen
110,Inwood
145,Upper West Side
125,Hell's Kitchen
275,Kips Bay
125,Hell's Kitchen
90,East Harlem
185,East Harlem
200,Upper East Side
130,East Harlem
116,Upper West Side
55,Harlem
80,East Village
35,Washington Heights
80,Harlem
379,Midtown
150,East Harlem
199,Upper West Side
60,Upper West Side
60,Upper West Side
33,Lower East Side
80,Harlem
225,Harlem
265,Harlem
200,Hell's Kitchen
55,Washington Heights
400,Lower East Side
169,SoHo
75,Washington Heights
139,Washington Heights
150,Upper East Side
225,Upper West Side
105,Hell's Kitchen
75,Harlem
250,Chinatown
80,Financial District
180,East Village
200,Murray Hill
485,Chelsea
225,Hell's Kitchen
125,Harlem
100,Morningside Heights
199,West Village
98,Harlem
2200,Hell's Kitchen
135,Upper West Side
126,Upper West Side
47,Harlem
47,Harlem
175,Upper West Side
101,Harlem
350,Tribeca
550,Upper West Side
175,Hell's Kitchen
125,Lower East Side
185,Hell's Kitchen
500,Upper East Side
195,East Harlem
225,SoHo
187,SoHo
133,East Village
95,East Village
495,SoHo
130,Hell's Kitchen
165,Kips Bay
159,East Village
193,Midtown
200,NoHo
135,East Village
339,Tribeca
750,Chelsea
1000,Murray Hill
230,East Village
299,East Village
300,Greenwich Village
99,Theater District
65,Harlem
600,Midtown
299,Chinatown
210,East Village
125,Chinatown
120,Greenwich Village
138,West Village
99,Chelsea
125,Hell's Kitchen
130,Upper East Side
180,Flatiron District
1066,Upper West Side
200,Midtown
130,Washington Heights
70,East Village
150,Chelsea
345,West Village
110,Marble Hill
265,Harlem
130,West Village
250,Lower East Side
135,West Village
89,Harlem
200,Financial District
120,Hell's Kitchen
160,Little Italy
245,Gramercy
150,Murray Hill
69,East Harlem
250,East Harlem
425,Financial District
160,Midtown
210,East Village
250,Hell's Kitchen
225,Financial District
215,Financial District
170,Hell's Kitchen
200,Midtown
125,Upper East Side
133,Upper West Side
12,Chelsea
120,Hell's Kitchen
350,Midtown
85,Hell's Kitchen
400,SoHo
85,Lower East Side
89,East Harlem
50,East Harlem
85,Harlem
250,Harlem
150,Murray Hill
175,Hell's Kitchen
20,Washington Heights
275,West Village
220,West Village
200,Chelsea
150,East Village
850,Financial District
95,Theater District
850,Tribeca
160,Hell's Kitchen
55,Upper West Side
210,Midtown
245,West Village
300,East Harlem
35,Lower East Side
485,Greenwich Village
100,Civic Center
650,Harlem
100,Gramercy
88,Lower East Side
150,Gramercy
130,Hell's Kitchen
225,Chelsea
274,NoHo
250,Midtown
300,Hell's Kitchen
150,Chelsea
60,East Harlem
150,East Harlem
125,Midtown
65,Harlem
135,Upper West Side
73,Harlem
94,Kips Bay
186,Gramercy
487,Hell's Kitchen
45,Washington Heights
120,Lower East Side
145,Midtown
200,East Harlem
90,Midtown
110,Upper West Side
150,Upper West Side
100,Upper West Side
455,East Village
125,Upper West Side
90,Lower East Side
200,East Harlem
105,Chinatown
115,Upper East Side
170,Upper West Side
150,Murray Hill
65,Washington Heights
132,East Harlem
400,West Village
250,East Village
299,Chelsea
60,East Harlem
91,Harlem
400,Tribeca
49,Harlem
143,Upper East Side
142,Kips Bay
179,Hell's Kitchen
70,Inwood
99,East Harlem
150,Upper West Side
210,East Harlem
150,Washington Heights
130,East Village
110,East Village
150,East Harlem
200,Chelsea
109,Chelsea
75,Upper East Side
215,Washington Heights
249,Harlem
195,Upper West Side
50,Washington Heights
200,East Harlem
190,Upper West Side
149,Chelsea
260,East Village
130,Midtown
90,East Village
200,Harlem
90,Harlem
150,East Village
320,Greenwich Village
85,Murray Hill
229,Chelsea
67,Harlem
150,Upper East Side
200,Theater District
277,Murray Hill
150,West Village
110,Washington Heights
90,East Village
250,East Village
80,Harlem
199,Murray Hill
221,Flatiron District
69,Harlem
135,Harlem
34,Harlem
249,Flatiron District
115,Chelsea
105,Midtown
290,West Village
325,Tribeca
151,Theater District
115,East Village
65,Hell's Kitchen
135,East Harlem
3000,SoHo
150,Upper East Side
50,Washington Heights
43,East Harlem
85,Harlem
149,Greenwich Village
69,East Harlem
200,Upper East Side
200,Morningside Heights
109,Two Bridges
100,Morningside Heights
110,East Harlem
180,Hell's Kitchen
69,Harlem
225,Hell's Kitchen
130,Harlem
80,Harlem
220,Gramercy
245,Upper East Side
150,East Village
162,Hell's Kitchen
42,East Village
199,East Village
84,Chelsea
70,Nolita
87,Hell's Kitchen
65,Hell's Kitchen
249,Gramercy
180,Hell's Kitchen
200,Upper East Side
100,Kips Bay
65,East Village
95,East Village
60,Upper East Side
150,Upper East Side
365,Midtown
185,Lower East Side
190,SoHo
111,Murray Hill
140,Hell's Kitchen
110,Upper East Side
400,Upper West Side
120,Harlem
