carat,cut,color,clarity,price,x,y,z
1.04,Premium,E,SI2,4892,6.51,6.43,4.04
0.23,Very Good,E,VVS2,530,3.89,3.93,2.44
0.82,Ideal,F,SI2,2799,5.97,6.02,3.74
0.64,Ideal,G,VVS2,2587,5.53,5.56,3.42
2.0,Fair,H,SI2,11600,7.9,7.85,5.13
0.51,Ideal,E,VS2,2085,5.16,5.19,3.19
0.37,Ideal,F,VVS2,987,4.62,4.65,2.83
0.7,Very Good,I,VVS2,2415,5.6,5.57,3.54
0.36,Premium,E,VS1,933,4.6,4.57,2.82
0.56,Premium,E,VVS2,2279,5.3,5.33,3.27
0.3,Premium,D,SI1,709,4.32,4.29,2.65
1.2,Premium,H,SI1,5718,6.76,6.79,4.23
0.32,Very Good,H,SI2,393,4.39,4.42,2.66
0.41,Very Good,D,VS2,995,4.83,4.87,2.87
0.36,Ideal,E,VS2,718,4.59,4.61,2.82
0.9,Good,H,VS2,3902,6.0,6.05,3.86
0.31,Premium,J,VS2,488,4.34,4.3,2.71
0.31,Ideal,I,VVS1,557,4.36,4.41,2.7
1.2,Premium,H,SI2,3965,6.84,6.69,4.21
2.01,Premium,I,VS2,16778,8.17,8.14,4.83
0.4,Good,G,VS2,1007,4.64,4.57,2.94
0.72,Premium,D,SI1,3048,5.78,5.72,3.6
1.0,Fair,G,I1,2398,6.2,6.14,4.01
1.11,Very Good,E,SI2,4769,6.61,6.68,4.12
0.31,Ideal,H,VVS2,778,4.37,4.4,2.69
1.5,Premium,I,VS2,8820,7.31,7.26,4.54
0.54,Ideal,G,VVS1,2080,5.18,5.23,3.24
0.68,Very Good,E,SI2,1821,5.61,5.64,3.55
0.3,Ideal,E,SI1,499,4.29,4.32,2.68
0.91,Good,G,SI2,3340,6.11,6.15,3.9
0.34,Ideal,F,SI1,630,4.58,4.54,2.71
1.25,Ideal,H,SI2,5880,6.87,6.82,4.3
1.02,Very Good,E,SI2,4398,6.54,6.58,3.97
0.59,Premium,G,I1,940,5.48,5.45,3.26
2.0,Ideal,G,SI1,13675,8.11,8.07,4.99
1.21,Premium,G,VVS2,9541,6.91,6.89,4.11
0.71,Ideal,D,VS1,3801,5.7,5.73,3.55
1.51,Very Good,I,SI2,7441,7.32,7.37,4.45
1.54,Ideal,G,VS1,14278,7.45,7.46,4.57
0.7,Very Good,F,VS2,2400,5.66,5.73,3.58
0.28,Ideal,H,VS1,476,4.17,4.21,2.6
1.0,Premium,F,VVS1,8736,6.45,6.33,4.0
1.71,Premium,G,VS1,17197,7.65,7.61,4.75
0.31,Ideal,I,SI1,395,4.39,4.42,2.7
1.06,Ideal,I,VS2,4405,6.57,6.52,4.02
0.33,Premium,E,VS2,928,4.48,4.43,2.7
0.35,Ideal,G,VS1,706,4.52,4.56,2.84
0.74,Very Good,E,SI1,2803,5.74,5.79,3.66
0.73,Premium,I,VS1,2371,5.82,5.84,3.57
0.57,Very Good,E,VS2,1785,5.33,5.35,3.26
0.91,Good,I,VS2,3747,6.32,6.38,3.68
0.5,Ideal,F,IF,2529,5.13,5.16,3.12
1.5,Good,D,SI2,8518,7.2,7.16,4.58
0.3,Ideal,F,VS2,776,4.33,4.27,2.7
0.82,Ideal,F,SI2,2841,5.96,6.02,3.73
0.41,Ideal,F,SI1,969,4.74,4.7,2.96
0.58,Ideal,F,VS1,1953,5.38,5.4,3.31
1.1,Ideal,G,VS1,7550,6.59,6.66,4.06
0.56,Very Good,H,VS2,1576,5.31,5.34,3.29
0.5,Good,J,VVS2,1105,5.0,4.95,3.19
0.39,Ideal,F,VVS1,1148,4.68,4.71,2.89
0.73,Ideal,G,VVS2,3396,5.78,5.81,3.59
0.73,Ideal,D,VS1,4196,5.76,5.79,3.55
1.01,Very Good,G,VS2,5759,6.46,6.52,3.89
0.53,Good,F,SI1,1363,5.17,5.12,3.28
0.3,Good,H,SI1,421,4.21,4.24,2.68
0.42,Ideal,D,SI2,700,4.78,4.81,2.99
1.52,Premium,D,SI2,8897,7.46,7.4,4.47
0.54,Ideal,G,VS2,1637,5.33,5.26,3.2
0.77,Ideal,D,SI2,2896,5.83,5.89,3.64
0.31,Premium,E,VS2,872,4.37,4.3,2.68
0.73,Premium,H,SI2,1927,5.94,5.91,3.48
2.04,Ideal,G,SI1,18153,8.12,8.16,5.04
0.57,Premium,E,VVS2,2507,5.44,5.36,3.24
0.89,Good,F,SI1,3663,6.12,6.01,3.9
0.75,Ideal,J,SI1,2850,5.83,5.87,3.6
0.53,Ideal,I,VS2,1173,5.21,5.23,3.23
2.0,Very Good,H,SI1,17247,7.98,8.02,5.02
1.36,Premium,E,VVS2,13598,7.12,7.2,4.38
0.43,Very Good,D,SI1,993,4.84,4.78,3.05
0.52,Ideal,D,SI1,1720,5.24,5.19,3.13
0.76,Very Good,F,SI2,2815,5.93,6.01,3.49
1.01,Very Good,G,VS2,5944,6.42,6.48,3.96
1.01,Ideal,G,VS2,7814,6.39,6.43,3.98
1.01,Very Good,H,VS2,5204,6.46,6.39,3.96
1.11,Ideal,G,SI1,6065,6.83,6.77,4.14
0.71,Ideal,D,SI1,2764,5.69,5.72,3.53
1.25,Ideal,H,SI1,7182,6.93,6.88,4.3
0.93,Premium,E,I1,2647,6.23,6.2,3.87
0.7,Very Good,G,VS1,2497,5.7,5.61,3.57
0.37,Ideal,G,SI1,745,4.62,4.64,2.86
0.3,Ideal,G,VVS1,764,4.31,4.35,2.67
0.7,Fair,H,SI1,2176,5.54,5.51,3.56
0.41,Premium,F,VVS2,1192,4.82,4.79,2.89
0.4,Very Good,G,SI1,840,4.7,4.61,2.94
1.01,Very Good,H,SI1,4242,6.27,6.33,3.95
1.01,Ideal,E,VS2,7013,6.43,6.37,3.96
0.4,Ideal,E,SI1,882,4.68,4.65,2.94
1.12,Ideal,E,SI2,5546,6.61,6.63,4.11
1.0,Very Good,H,VVS1,6296,6.36,6.3,4.02
0.35,Very Good,G,IF,1044,4.59,4.62,2.72
2.0,Good,H,SI1,16650,7.96,7.87,5.03
1.0,Good,D,VS1,7672,6.21,6.23,3.9
0.31,Ideal,D,IF,1251,4.39,4.42,2.69
0.39,Ideal,E,I1,655,4.66,4.61,2.91
1.21,Ideal,I,VS1,6292,6.95,6.89,4.19
0.53,Ideal,G,VVS2,1818,5.16,5.19,3.24
0.37,Very Good,E,VS1,818,4.61,4.63,2.9
0.42,Very Good,D,VS1,1066,4.81,4.88,2.94
0.83,Ideal,G,SI1,3171,6.05,6.09,3.75
1.06,Very Good,F,SI1,4721,6.46,6.5,4.05
1.01,Very Good,F,VS2,6271,6.39,6.29,4.0
0.54,Very Good,F,SI1,1389,5.24,5.21,3.31
0.3,Ideal,E,VS1,670,4.28,4.31,2.66
1.3,Very Good,J,SI2,5047,6.95,7.0,4.26
0.35,Premium,H,VS2,709,4.58,4.54,2.82
0.37,Ideal,F,VVS1,960,4.62,4.65,2.84
1.73,Fair,H,SI2,6007,7.52,7.45,4.93
1.16,Ideal,G,VVS2,8803,6.75,6.71,4.17
1.11,Ideal,D,VVS1,14584,6.63,6.64,4.12
1.01,Premium,J,SI2,3563,6.41,6.37,3.95
0.23,Very Good,D,VVS2,492,3.89,3.92,2.44
0.3,Very Good,F,VS1,570,4.3,4.22,2.6
1.01,Very Good,G,VS2,5701,6.39,6.34,4.02
0.91,Fair,E,VVS2,5430,6.13,6.0,3.83
1.52,Fair,H,SI2,7388,7.23,7.19,4.68
1.0,Very Good,E,SI2,4781,6.3,6.35,3.98
1.55,Premium,D,VS1,17773,7.62,7.56,4.53
0.31,Very Good,F,VS2,625,4.34,4.36,2.73
2.14,Good,I,SI2,14452,8.17,8.14,5.2
1.76,Very Good,G,VS1,18014,7.7,7.74,4.85
1.01,Very Good,F,VS2,6073,6.42,6.5,3.94
1.2,Premium,G,VS1,8596,6.86,6.81,4.2
0.5,Good,G,VVS2,1991,4.97,5.05,3.22
0.52,Good,G,VS2,1349,5.09,5.11,3.23
1.05,Premium,F,VS2,7244,6.5,6.46,4.04
1.0,Good,H,VS1,5219,6.4,6.31,3.93
0.75,Premium,E,SI1,2814,5.86,5.83,3.57
0.29,Very Good,E,VVS2,664,4.35,4.37,2.55
0.33,Ideal,E,VS2,928,4.46,4.43,2.76
0.39,Ideal,J,SI2,451,4.64,4.69,2.92
0.32,Ideal,F,VS2,645,4.37,4.4,2.74
2.5,Ideal,J,SI2,14502,8.56,8.48,5.46
0.53,Ideal,D,SI1,1753,5.23,5.19,3.24
0.37,Premium,D,VVS2,1071,4.61,4.64,2.82
1.26,Premium,H,SI1,6664,6.93,6.87,4.29
1.09,Premium,H,VS2,5601,6.62,6.55,4.12
1.01,Premium,F,SI2,4533,6.36,6.42,3.94
0.9,Very Good,F,SI1,4498,6.3,6.35,3.74
1.05,Ideal,G,VS1,7155,6.58,6.51,4.01
1.14,Premium,H,VS2,5937,6.74,6.67,4.14
1.5,Ideal,F,VS2,14372,7.44,7.35,4.54
0.72,Ideal,E,VVS2,4094,5.75,5.78,3.57
1.01,Premium,G,SI1,4260,6.52,6.58,3.88
0.35,Ideal,D,SI1,772,4.49,4.47,2.78
1.01,Very Good,H,VS2,4821,6.37,6.44,4.0
0.7,Very Good,F,VS1,2604,5.62,5.7,3.53
1.56,Very Good,I,VS1,9857,7.42,7.37,4.64
0.73,Very Good,H,VS2,2430,5.72,5.79,3.53
0.78,Very Good,H,SI2,2405,5.81,5.85,3.65
1.01,Very Good,I,SI2,3299,6.37,6.41,3.93
0.58,Ideal,G,VS1,1911,5.35,5.39,3.32
1.0,Premium,E,SI1,5299,6.4,6.45,3.89
0.26,Ideal,E,VVS2,564,4.07,4.09,2.55
0.56,Very Good,D,VS1,2188,5.32,5.34,3.24
0.38,Very Good,E,SI1,700,4.64,4.67,2.85
0.7,Ideal,E,SI1,2703,5.66,5.69,3.54
1.54,Very Good,G,VVS2,15225,7.5,7.53,4.59
1.0,Good,H,VS2,4166,6.53,6.47,3.75
0.77,Good,G,SI2,2550,5.84,5.78,3.71
0.58,Ideal,F,VVS2,2380,5.29,5.34,3.32
0.53,Very Good,H,SI1,1152,5.17,5.21,3.2
0.33,Good,I,SI1,557,4.43,4.4,2.81
2.15,Ideal,H,SI2,16146,8.34,8.41,5.05
0.36,Ideal,H,IF,1163,4.59,4.61,2.82
1.2,Very Good,E,VS2,9529,6.85,6.87,4.16
0.91,Premium,H,SI1,2935,6.27,6.15,3.74
0.31,Premium,G,VVS1,977,4.47,4.42,2.58
1.01,Premium,E,VVS2,9711,6.42,6.39,3.96
0.38,Ideal,H,VVS2,832,4.64,4.69,2.9
0.33,Very Good,E,VS2,627,4.4,4.42,2.77
1.0,Fair,D,VVS2,10562,6.37,6.3,3.87
0.36,Ideal,G,VS1,761,4.58,4.62,2.79
0.4,Good,E,VVS1,1088,4.8,4.83,2.86
1.02,Very Good,F,VVS2,9043,6.53,6.58,4.0
1.56,Ideal,J,SI1,6727,7.44,7.39,4.58
1.23,Ideal,J,SI2,5158,6.79,6.86,4.26
1.12,Premium,G,SI2,4084,6.67,6.69,4.09
0.91,Very Good,D,SI1,4556,6.17,6.21,3.89
0.9,Ideal,G,SI2,3428,6.11,6.17,3.85
1.01,Fair,G,VS2,5666,6.07,6.02,4.1
0.8,Premium,H,VS1,2935,5.92,5.86,3.65
0.35,Premium,H,VVS2,906,4.54,4.5,2.8
1.47,Premium,H,SI2,7573,7.39,7.34,4.37
0.41,Ideal,G,VVS1,1068,4.82,4.85,2.94
1.01,Premium,F,SI1,4989,6.55,6.49,3.89
1.04,Premium,H,SI1,4316,6.48,6.41,4.01
1.0,Premium,G,VS2,6451,6.42,6.36,3.87
0.62,Ideal,E,SI1,1779,5.47,5.5,3.42
1.2,Premium,H,SI1,5746,6.79,6.74,4.2
1.3,Good,J,SI1,5242,6.91,6.84,4.4
0.7,Very Good,H,VVS2,2585,5.88,5.78,3.43
1.22,Very Good,G,VS2,8340,6.79,6.82,4.24
1.73,Premium,E,SI1,16253,7.67,7.59,4.78
0.9,Good,J,SI1,2832,6.05,6.01,3.88
0.52,Good,G,SI2,1049,5.08,5.12,3.22
0.92,Premium,F,SI1,3749,6.19,6.23,3.89
0.31,Ideal,E,VS2,872,4.41,4.38,2.7
0.33,Ideal,H,VVS2,854,4.44,4.41,2.74
0.8,Very Good,G,SI2,2915,5.94,6.01,3.7
1.62,Premium,G,VS1,14447,7.62,7.54,4.6
0.6,Very Good,F,VS2,1940,5.48,5.56,3.28
0.3,Premium,G,SI1,574,4.37,4.32,2.6
0.7,Very Good,J,VS2,1896,5.86,5.9,3.42
1.66,Premium,D,SI1,14354,7.6,7.55,4.7
1.29,Very Good,D,SI2,6126,6.99,7.03,4.34
0.57,Ideal,D,VS2,1914,5.28,5.31,3.31
0.54,Ideal,F,SI1,1385,5.25,5.27,3.18
0.31,Ideal,I,VVS1,732,4.38,4.35,2.71
0.41,Premium,H,VS1,1061,4.77,4.75,2.98
1.52,Very Good,D,VS2,14680,7.32,7.24,4.61
1.01,Ideal,G,VS1,5294,6.49,6.44,3.96
0.71,Ideal,E,VS2,3304,5.72,5.75,3.55
0.83,Ideal,F,VS1,4617,6.07,6.11,3.73
1.02,Ideal,I,SI1,3713,6.44,6.39,3.98
0.73,Very Good,H,SI1,2377,5.75,5.76,3.6
0.31,Premium,H,VVS1,907,4.36,4.33,2.7
0.71,Fair,H,SI1,1828,5.54,5.48,3.63
0.9,Good,I,SI2,2800,6.07,6.11,3.79
0.41,Premium,D,SI1,1015,4.81,4.77,2.9
2.07,Ideal,F,SI2,13373,8.28,8.21,4.99
0.31,Ideal,J,VS2,400,4.36,4.39,2.72
0.32,Ideal,E,VS2,702,4.39,4.43,2.74
1.22,Very Good,H,SI1,6071,6.83,6.9,4.2
0.34,Ideal,D,VS1,838,4.52,4.55,2.77
0.32,Ideal,D,VS1,790,4.41,4.43,2.75
1.57,Fair,H,VS1,8133,7.85,5.75,3.87
0.4,Ideal,E,VS1,1053,4.74,4.77,2.91
1.03,Premium,D,VS2,7718,6.43,6.38,4.03
1.15,Ideal,G,SI2,4838,6.67,6.75,4.18
0.74,Ideal,E,SI2,2464,5.8,5.83,3.6
0.3,Ideal,D,VS1,835,4.31,4.27,2.67
0.3,Good,F,VS2,484,4.25,4.28,2.71
0.71,Premium,H,VS1,2572,5.87,5.83,3.46
1.35,Very Good,G,VS2,9302,7.01,7.04,4.41
0.23,Very Good,E,VS1,442,3.96,3.98,2.43
0.51,Good,H,VS2,1128,5.07,5.02,3.12
0.81,Ideal,E,SI1,3935,5.97,6.02,3.71
0.42,Premium,F,SI1,773,4.85,4.88,2.92
2.0,Fair,H,SI1,13764,8.17,8.08,4.97
1.01,Good,E,SI1,5132,6.32,6.38,4.04
0.92,Premium,H,VS2,4077,6.21,6.26,3.82
0.71,Ideal,I,VS1,2327,5.72,5.68,3.54
0.31,Ideal,D,SI1,548,4.36,4.39,2.71
0.42,Very Good,G,SI2,573,4.85,4.9,2.9
1.82,Very Good,G,SI1,15025,7.68,7.75,4.84
2.01,Good,D,SI2,16624,8.0,8.07,4.81
0.38,Ideal,E,VS1,1000,4.6,4.65,2.9
1.06,Premium,E,SI2,4652,6.61,6.67,4.02
1.08,Premium,G,VS1,6532,6.62,6.55,4.05
1.0,Very Good,E,VVS2,9139,6.41,6.45,3.96
0.31,Premium,G,VS1,625,4.3,4.33,2.64
1.21,Ideal,I,SI2,4880,6.86,6.91,4.18
0.3,Premium,F,VS2,605,4.28,4.31,2.67
0.73,Ideal,G,SI1,2583,5.78,5.81,3.6
0.8,Premium,F,SI2,2371,6.08,6.05,3.55
1.0,Premium,F,VVS2,8602,6.5,6.46,3.88
0.55,Premium,G,SI1,1415,5.28,5.23,3.22
1.29,Premium,F,VS1,10801,7.05,6.95,4.29
0.58,Ideal,E,VS1,1893,5.33,5.27,3.32
0.27,Ideal,F,IF,760,4.14,4.21,2.57
1.5,Fair,I,I1,5040,7.12,6.96,4.58
0.54,Premium,J,VS2,1042,5.16,5.22,3.25
1.0,Very Good,F,SI1,4851,6.32,6.36,3.89
0.3,Ideal,I,VS1,491,4.3,4.33,2.63
1.01,Very Good,I,SI1,4313,6.32,6.36,4.0
0.72,Premium,F,VS2,2724,5.78,5.68,3.55
0.71,Very Good,F,VS1,2807,5.84,5.9,3.52
1.75,Ideal,H,I1,7680,7.73,7.75,4.77
1.44,Very Good,H,SI2,7128,7.45,7.51,4.35
0.41,Very Good,E,SI2,683,4.79,4.83,2.95
1.0,Good,E,SI1,4435,6.31,6.25,3.96
0.52,Ideal,G,SI1,1675,5.2,5.23,3.19
0.41,Good,F,SI1,705,4.7,4.75,3.0
1.02,Ideal,G,VVS1,8485,6.39,6.42,4.01
1.0,Very Good,D,VS2,6762,6.31,6.38,3.97
1.03,Ideal,G,VS1,7391,6.44,6.47,4.03
1.26,Ideal,H,VVS2,8941,6.9,6.93,4.28
0.3,Ideal,E,VVS1,826,4.36,4.38,2.6
0.31,Good,G,VS1,583,4.28,4.31,2.72
1.14,Premium,F,SI1,5228,6.67,6.65,4.16
0.52,Ideal,E,VS1,1844,5.17,5.22,3.21
2.22,Fair,G,SI2,12508,8.32,8.15,5.3
1.24,Ideal,H,SI1,6488,6.9,6.95,4.22
1.2,Premium,F,SI1,7282,6.92,6.85,4.14
0.72,Ideal,H,VS1,2642,5.75,5.78,3.55
0.8,Ideal,H,VS2,3153,6.03,6.08,3.67
0.59,Ideal,G,SI1,1782,5.38,5.42,3.31
1.47,Premium,I,SI2,6742,7.34,7.24,4.55
0.4,Premium,G,VVS2,982,4.69,4.72,2.95
0.4,Ideal,E,VS1,1250,4.7,4.72,2.94
0.33,Premium,H,VS2,521,4.39,4.42,2.75
0.39,Ideal,H,SI1,874,4.68,4.71,2.9
0.5,Ideal,D,VS1,2025,5.13,5.09,3.15
1.54,Good,I,SI2,7304,7.31,7.34,4.64
1.7,Ideal,I,VS1,12737,7.67,7.63,4.76
1.27,Ideal,I,SI1,5690,6.95,6.9,4.32
0.41,Ideal,E,VS1,1153,4.8,4.75,2.95
0.73,Ideal,G,VVS2,3127,5.77,5.74,3.58
0.42,Very Good,H,VS2,1190,4.87,4.89,2.97
0.55,Ideal,F,SI1,1718,5.3,5.26,3.25
1.0,Good,F,I1,2098,6.27,6.2,3.99
0.42,Ideal,G,SI1,777,4.85,4.86,3.02
1.07,Ideal,D,VVS2,10266,6.55,6.64,4.04
0.34,Ideal,D,VS2,730,4.52,4.56,2.76
1.05,Good,H,SI2,3822,6.44,6.37,4.09
0.32,Ideal,G,VS1,707,4.45,4.43,2.72
0.61,Ideal,G,SI1,1659,5.46,5.49,3.38
0.43,Ideal,J,VS1,679,4.84,4.86,3.01
0.63,Premium,F,VS2,1960,5.68,5.62,3.29
1.5,Ideal,G,SI2,6720,7.31,7.2,4.57
0.66,Premium,F,VS1,2368,5.67,5.64,3.44
0.71,Ideal,E,VS1,4053,5.74,5.78,3.52
0.43,Ideal,H,SI1,716,4.87,4.9,3.01
0.32,Ideal,G,SI1,461,4.42,4.45,2.72
0.4,Very Good,G,VVS1,1066,4.81,4.84,2.93
0.3,Premium,H,VS1,630,4.28,4.25,2.65
0.4,Good,D,VS1,898,4.69,4.74,2.98
0.31,Ideal,D,VS2,942,4.41,4.35,2.72
1.36,Ideal,F,VVS1,15247,7.13,7.23,4.4
0.23,Very Good,D,VS1,611,3.93,3.98,2.43
0.24,Very Good,F,VVS1,485,3.92,3.96,2.5
1.23,Ideal,I,SI2,5175,6.84,6.88,4.26
0.3,Ideal,E,SI1,675,4.32,4.27,2.7
1.0,Premium,F,SI1,4939,6.36,6.32,3.98
1.04,Ideal,F,VVS2,9218,6.51,6.53,4.02
1.01,Premium,E,SI1,5430,6.38,6.35,3.97
0.33,Very Good,E,VS2,627,4.42,4.47,2.75
0.91,Premium,E,SI1,4729,6.28,6.23,3.74
0.52,Ideal,E,VS2,1947,5.2,5.16,3.17
1.17,Premium,F,I1,3984,6.76,6.72,4.19
1.51,Premium,J,SI1,7034,7.3,7.33,4.56
0.24,Very Good,E,VVS1,485,3.94,4.0,2.45
0.27,Ideal,D,VVS2,752,4.18,4.15,2.56
0.33,Ideal,F,VS2,666,4.44,4.46,2.74
0.9,Ideal,J,VS1,3587,6.24,6.27,3.85
1.54,Fair,F,SI1,10954,7.22,7.18,4.74
0.51,Very Good,E,VS2,1640,5.13,5.07,3.15
1.76,Ideal,G,SI1,10896,7.69,7.77,4.8
0.34,Very Good,G,SI2,447,4.43,4.46,2.79
1.14,Premium,E,VVS2,10258,6.83,6.91,4.1
0.34,Ideal,G,IF,952,4.52,4.54,2.79
0.31,Ideal,G,VVS1,789,4.34,4.37,2.72
0.72,Ideal,E,VS2,3301,5.81,5.84,3.55
0.34,Ideal,D,VS1,914,4.52,4.55,2.73
0.43,Ideal,D,VS2,1056,4.81,4.83,2.98
1.04,Very Good,G,VS2,6177,6.47,6.5,4.01
1.0,Very Good,H,SI1,5287,6.43,6.46,3.93
0.51,Very Good,G,VVS2,1842,5.11,5.07,3.23
1.1,Premium,F,VS2,9486,6.7,6.69,4.05
0.32,Very Good,G,VS1,645,4.39,4.42,2.7
0.33,Premium,G,VS2,743,4.47,4.45,2.71
1.89,Very Good,D,SI2,15594,7.75,7.81,4.88
0.54,Very Good,E,SI1,1358,5.23,5.37,3.19
0.36,Ideal,H,VVS1,1053,4.57,4.54,2.84
0.9,Very Good,D,SI2,3643,6.24,6.28,3.68
0.3,Very Good,H,SI1,432,4.29,4.31,2.62
0.44,Premium,D,SI1,1089,4.85,4.82,3.04
1.0,Very Good,G,VVS1,7945,6.46,6.53,3.94
0.33,Very Good,H,VS1,579,4.35,4.4,2.75
0.7,Good,I,SI2,1675,5.59,5.63,3.56
0.51,Premium,E,SI1,1340,5.27,5.22,3.05
0.81,Premium,G,VS2,3193,6.02,5.99,3.69
0.35,Ideal,H,SI2,474,4.61,4.65,2.79
0.41,Very Good,D,VS2,871,4.69,4.74,3.01
0.54,Very Good,D,VS2,1892,5.26,5.3,3.2
0.24,Very Good,E,VS1,357,3.99,4.07,2.48
1.51,Very Good,E,VS2,13757,7.28,7.22,4.58
0.4,Very Good,I,VS1,882,4.71,4.67,2.98
1.55,Premium,F,VS1,15966,7.4,7.31,4.56
1.53,Very Good,H,VS2,11178,7.3,7.34,4.55
1.24,Premium,I,VS2,4858,6.94,6.89,4.23
0.9,Very Good,E,SI2,3584,6.14,6.18,3.76
1.0,Fair,J,I1,1784,6.27,6.17,4.05
0.33,Ideal,G,SI2,557,4.45,4.41,2.74
1.7,Premium,I,VS2,11062,7.63,7.57,4.69
0.3,Ideal,F,VS2,776,4.32,4.31,2.67
0.5,Very Good,F,VVS2,1778,5.12,5.14,3.1
0.31,Ideal,E,IF,1046,4.38,4.41,2.72
1.07,Ideal,E,VS2,9177,6.55,6.58,4.06
0.3,Ideal,E,I1,495,4.39,4.36,2.64
0.59,Ideal,F,SI1,1424,5.38,5.43,3.35
0.71,Premium,F,SI1,2297,5.8,5.83,3.51
0.5,Very Good,E,VS2,1629,5.06,5.03,3.19
0.75,Premium,D,SI1,3105,5.99,5.97,3.52
0.92,Fair,F,SI2,3282,6.12,6.07,3.97
1.58,Ideal,I,VS1,10920,7.43,7.46,4.64
0.54,Ideal,F,SI2,1162,5.27,5.28,3.23
1.01,Ideal,F,SI1,5646,6.35,6.42,3.98
0.42,Ideal,D,SI2,660,4.8,4.85,2.99
0.54,Very Good,F,VVS2,2115,5.2,5.18,3.28
0.3,Good,G,IF,895,4.26,4.28,2.71
0.52,Very Good,H,VS2,1289,5.08,5.12,3.16
1.0,Fair,J,VS1,3080,6.07,6.03,4.03
1.54,Premium,G,VS2,12308,7.46,7.4,4.58
1.02,Very Good,G,VVS2,7942,6.45,6.38,4.05
0.72,Premium,J,SI1,1579,5.84,5.78,3.54
0.41,Very Good,D,SI1,838,4.73,4.76,2.99
0.33,Ideal,E,VVS2,802,4.46,4.49,2.73
0.7,Premium,H,SI1,2331,5.66,5.61,3.54
0.27,Ideal,I,VS1,432,4.15,4.18,2.58
1.0,Fair,F,SI2,4036,6.48,6.41,3.8
0.3,Ideal,G,VS2,675,4.36,4.31,2.66
1.03,Ideal,G,VVS1,8454,6.39,6.47,4.01
1.03,Ideal,H,VVS2,6638,6.43,6.49,4.03
0.73,Ideal,G,VS1,3525,5.76,5.79,3.56
0.5,Very Good,D,SI1,1436,5.07,5.13,3.1
0.31,Ideal,E,VVS2,755,4.4,4.41,2.64
0.33,Ideal,F,VS2,666,4.42,4.47,2.77
1.5,Very Good,H,SI1,9035,7.27,7.33,4.48
1.03,Ideal,G,SI1,5147,6.54,6.58,4.01
1.06,Ideal,F,VS2,7592,6.58,6.55,4.02
0.33,Ideal,I,SI1,445,4.46,4.49,2.75
1.02,Premium,D,SI2,5055,6.46,6.38,4.03
0.58,Ideal,D,SI2,1436,5.38,5.41,3.3
0.74,Fair,H,VS2,2553,5.6,5.57,3.69
1.11,Premium,H,SI2,4662,6.67,6.6,4.09
0.36,Premium,D,SI1,851,4.55,4.52,2.79
1.5,Premium,H,SI1,8669,7.33,7.38,4.53
0.3,Ideal,F,VS2,567,4.3,4.33,2.7
0.42,Ideal,G,VS2,1087,4.82,4.8,2.99
0.38,Ideal,G,SI1,629,4.66,4.71,2.86
1.27,Ideal,F,VS1,11973,6.97,7.03,4.31
0.31,Very Good,F,SI1,516,4.34,4.37,2.64
0.41,Ideal,F,VS1,1076,4.81,4.77,2.97
0.42,Very Good,G,VS2,854,4.8,4.83,2.99
1.01,Very Good,D,VVS1,13312,6.36,6.41,4.01
0.3,Ideal,G,VS1,673,4.38,4.32,2.67
1.0,Good,J,VVS2,3265,6.34,6.31,4.03
0.3,Ideal,I,SI1,422,4.29,4.31,2.66
1.0,Ideal,F,SI2,4721,6.37,6.42,4.01
1.07,Premium,F,VS2,6274,6.55,6.5,4.07
1.08,Fair,H,VVS2,5171,6.9,6.8,3.83
0.71,Premium,F,SI1,2198,5.74,5.69,3.48
0.71,Good,H,VS1,2315,5.58,5.65,3.57
0.7,Ideal,G,VS1,3206,5.71,5.75,3.5
0.71,Ideal,D,VS2,3245,5.69,5.65,3.58
0.78,Ideal,E,SI1,2664,5.88,5.83,3.67
1.57,Premium,J,VS1,7190,7.6,7.49,4.59
1.04,Premium,I,VS1,4892,6.59,6.52,4.04
0.7,Very Good,D,SI1,2374,5.7,5.63,3.54
0.27,Premium,E,VVS1,622,4.18,4.2,2.54
0.38,Premium,I,VS2,633,4.69,4.75,2.84
0.31,Ideal,F,SI1,515,4.32,4.35,2.69
0.32,Premium,E,VVS1,1044,4.45,4.43,2.7
1.1,Premium,E,SI2,4829,6.77,6.65,4.07
0.31,Ideal,I,VS2,452,4.35,4.41,2.69
1.24,Ideal,J,SI1,5000,6.92,6.86,4.26
0.3,Ideal,E,VVS2,837,4.32,4.34,2.66
0.63,Ideal,F,SI1,1932,5.59,5.63,3.36
0.45,Premium,I,VS1,1035,4.86,4.84,3.02
1.01,Ideal,G,VS2,6439,6.43,6.46,3.98
1.3,Ideal,G,VVS2,11853,7.04,7.11,4.31
0.3,Ideal,E,VS1,736,4.3,4.34,2.65
1.5,Very Good,I,VS1,10164,7.27,7.3,4.53
1.05,Very Good,G,SI2,4427,6.39,6.43,4.07
0.58,Ideal,G,VS1,1899,5.43,5.48,3.3
0.35,Ideal,E,IF,1254,4.56,4.53,2.79
0.55,Premium,D,VVS2,2366,5.3,5.26,3.23
0.35,Ideal,I,SI1,472,4.51,4.56,2.78
1.71,Premium,D,SI2,13325,7.76,7.69,4.68
1.5,Very Good,G,SI1,10019,7.26,7.3,4.52
0.26,Good,D,VVS1,532,4.05,4.1,2.62
0.51,Very Good,E,SI1,1315,5.16,5.19,3.19
0.3,Very Good,I,VS1,608,4.29,4.24,2.71
